,Unnamed: 0,Unnamed: 0.1,First_Name,Last_Name,player_id,Position,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Team,Home_Away,win,Team_points,Min_played,Crowd,Stadium_Cap,game_id,game_date,Player
1190,1190,1190,Bradley,Beal,ff461754-ad20-4eeb-af02-2b46cc980b24,G,14,100.0,33.333,25.0,1,3,0,2,2,0,0,1,Wizards,0,0,103,39:49,15573,18119,364a7317-2298-4783-8773-9badc95b264b,2016-10-31T00:00:00+00:00,Bradley Beal
1202,1202,1202,James,Harden,a52b2c84-9c3d-4d6e-8a3b-10e75d11c2bc,G,28,75.0,35.714,33.3,8,7,1,1,4,0,0,8,Rockets,1,1,93,38:37,18055,18055,eb254178-096f-4c3f-b077-55d51c38297f,2016-10-31T00:00:00+00:00,James Harden
1206,1206,1206,Clint,Capela,c37dafbb-a269-41f6-813f-bdb4da388203,C,4,0.0,28.571,0.0,1,10,1,1,2,0,0,0,Rockets,1,1,93,26:26,18055,18055,eb254178-096f-4c3f-b077-55d51c38297f,2016-10-31T00:00:00+00:00,Clint Capela
1207,1207,1207,Montrezl,Harrell,869c305c-3e1f-49e5-a59b-5f1e03d198f8,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Rockets,1,1,93,00:00,18055,18055,eb254178-096f-4c3f-b077-55d51c38297f,2016-10-31T00:00:00+00:00,Montrezl Harrell
1262,1262,1262,Jonas,Valanciunas,c8788ad2-89f7-4ec9-a22b-dcaf6190889b,C,12,0.0,50.0,0.0,1,9,3,0,4,0,0,2,Raptors,1,1,105,30:36,19800,19800,96aa8a97-7fce-4193-aba2-0c15479ed9ea,2016-10-31T23:30:00+00:00,Jonas Valanciunas
1269,1269,1269,DeMar,DeRozan,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb,G,33,77.8,59.091,0.0,1,5,2,1,1,0,0,1,Raptors,1,1,105,38:52,19800,19800,96aa8a97-7fce-4193-aba2-0c15479ed9ea,2016-10-31T23:30:00+00:00,DeMar DeRozan
1274,1274,1274,Nikola,Jokic,f2625432-3903-4f90-9b0b-2e4f63856bb0,C,12,0.0,75.0,0.0,1,4,2,0,4,0,0,4,Nuggets,0,0,102,22:22,19800,19800,96aa8a97-7fce-4193-aba2-0c15479ed9ea,2016-10-31T23:30:00+00:00,Nikola Jokic
1311,1311,1311,Jimmy,Butler,0e163d44-67a7-4107-9421-5333600166bb,G-F,22,88.9,57.143,66.7,2,6,1,0,3,0,0,1,Bulls,0,1,118,27:17,15842,17732,f410cfb2-c17d-41bb-b20c-8836da9e7511,2016-10-31T23:30:00+00:00,Jimmy Butler
1322,1322,1322,DeAndre,Jordan,0036a1fa-ff9a-44a5-8061-68b828ee2b1e,C,19,50.0,80.0,0.0,2,11,3,1,5,0,0,1,Clippers,1,1,116,31:19,19060,19060,15ac1f75-6be9-4f85-a56a-059e05c30c79,2016-11-01T02:30:00+00:00,DeAndre Jordan
1327,1327,1327,Chris,Paul,942c53e3-7268-44e3-b0a9-fdff55a72c03,G,24,85.7,54.545,50.0,8,5,0,2,4,0,0,2,Clippers,1,1,116,29:57,19060,19060,15ac1f75-6be9-4f85-a56a-059e05c30c79,2016-11-01T02:30:00+00:00,Chris Paul
1341,1341,1341,Devin,Booker,31baa84f-c759-4f92-8e1f-a92305ade3d6,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Suns,0,0,98,00:00,19060,19060,15ac1f75-6be9-4f85-a56a-059e05c30c79,2016-11-01T02:30:00+00:00,Devin Booker
1359,1359,1359,LeBron,James,0afbe608-940a-4d5d-a1f7-468718c67d91,F,19,60.0,55.556,33.3,8,13,3,0,4,0,0,4,Cavaliers,1,1,128,35:51,20562,20562,4a12b37f-9e67-4563-a953-e4436d1bdbb2,2016-11-01T22:00:00+00:00,LeBron James
1360,1360,1360,Kyrie,Irving,dd146010-902b-4ad7-b98c-650d0363a2f0,G,32,100.0,46.154,66.7,4,2,1,0,1,0,0,3,Cavaliers,1,1,128,34:47,20562,20562,4a12b37f-9e67-4563-a953-e4436d1bdbb2,2016-11-01T22:00:00+00:00,Kyrie Irving
1367,1367,1367,James,Harden,a52b2c84-9c3d-4d6e-8a3b-10e75d11c2bc,G,41,71.4,72.727,55.6,15,7,1,1,3,0,0,1,Rockets,0,0,120,38:10,20562,20562,4a12b37f-9e67-4563-a953-e4436d1bdbb2,2016-11-01T22:00:00+00:00,James Harden
1376,1376,1376,Montrezl,Harrell,869c305c-3e1f-49e5-a59b-5f1e03d198f8,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Rockets,0,0,120,00:00,20562,20562,4a12b37f-9e67-4563-a953-e4436d1bdbb2,2016-11-01T22:00:00+00:00,Montrezl Harrell
1377,1377,1377,Clint,Capela,c37dafbb-a269-41f6-813f-bdb4da388203,C,8,66.7,60.0,0.0,1,4,1,0,3,0,0,1,Rockets,0,0,120,18:31,20562,20562,4a12b37f-9e67-4563-a953-e4436d1bdbb2,2016-11-01T22:00:00+00:00,Clint Capela
1380,1380,1380,Paul,George,db09f372-9a17-4889-add7-bf8a75ab6da6,F,30,100.0,54.545,40.0,1,7,2,4,2,0,0,6,Pacers,1,1,115,37:15,15348,18165,06df8d36-3fd7-4365-8e95-05c294204964,2016-11-01T23:00:00+00:00,Paul George
1407,1407,1407,Ivica,Zubac,2da18268-82d4-4b40-a296-7ceddd435d0b,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Lakers,0,0,108,00:00,15348,18165,06df8d36-3fd7-4365-8e95-05c294204964,2016-11-01T23:00:00+00:00,Ivica Zubac
1410,1410,1410,Nerlens,Noel,2012f4fd-98e0-4080-98a7-0cfb9de87067,F-C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,76ers,1,0,101,00:00,12529,20328,a80d82b7-bcd5-49b3-9fd0-3e36fcc35689,2016-11-01T23:00:00+00:00,Nerlens Noel
1419,1419,1419,Ben,Simmons,318debd7-dab6-4d4e-8849-03c4c701a7c8,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,76ers,1,0,101,00:00,12529,20328,a80d82b7-bcd5-49b3-9fd0-3e36fcc35689,2016-11-01T23:00:00+00:00,Ben Simmons
1423,1423,1423,Joel,Embiid,bf9ad0fd-0cb8-4360-8970-5f1b5cf3fa8d,C,18,66.7,54.545,0.0,3,10,3,0,2,0,0,4,76ers,1,0,101,24:52,12529,20328,a80d82b7-bcd5-49b3-9fd0-3e36fcc35689,2016-11-01T23:00:00+00:00,Joel Embiid
1435,1435,1435,Nikola,Vucevic,7366b2b7-5959-4dd9-9204-760e861b3119,C,24,66.7,68.75,0.0,4,14,5,1,4,0,0,1,Magic,0,1,103,31:26,12529,20328,a80d82b7-bcd5-49b3-9fd0-3e36fcc35689,2016-11-01T23:00:00+00:00,Nikola Vucevic
1440,1440,1440,Andre,Drummond,440b769d-2b8b-477f-80d7-cb21d83c0d52,C,9,16.7,30.769,0.0,2,13,2,2,1,0,0,1,Pistons,1,1,102,35:18,13087,19971,3fd1ee17-a358-4dcc-94bf-cbb835f472f2,2016-11-01T23:30:00+00:00,Andre Drummond
1460,1460,1460,Derrick,Rose,48341095-ae5a-4d61-bcc8-1b0ceed870b2,G,19,100.0,50.0,0.0,2,5,1,0,0,0,0,2,Knicks,0,0,89,31:41,13087,19971,3fd1ee17-a358-4dcc-94bf-cbb835f472f2,2016-11-01T23:30:00+00:00,Derrick Rose
1468,1468,1468,Kristaps,Porzingis,3c5901ef-af1d-441d-aeed-8e0a93cead49,F-C,18,100.0,45.455,28.6,1,6,2,0,2,0,0,0,Knicks,0,0,89,29:47,13087,19971,3fd1ee17-a358-4dcc-94bf-cbb835f472f2,2016-11-01T23:30:00+00:00,Kristaps Porzingis
1481,1481,1481,Hassan,Whiteside,3b8024e6-5872-4ceb-b675-415715527776,C,14,50.0,46.2,0.0,0,11,2,1,5,0,0,5,Heat,1,1,108,27:45,19612,19600,bebcb1f0-fb13-41dd-a46e-56cefa4cb9fc,2016-11-01T23:30:00+00:00,Hassan Whiteside
1506,1506,1506,Anthony,Davis,ea8826b8-1f76-4eab-b61e-ffcb176880f3,F-C,35,94.4,50.0,0.0,2,15,3,3,2,0,1,1,Pelicans,1,0,113,37:10,15515,16867,2a71238b-a73e-4e30-af73-4fcf2378f2f1,2016-11-02T00:00:00+00:00,Anthony Davis
1516,1516,1516,Khris,Middleton,4c362eee-6474-40ea-b1b4-d8f917f95175,G-F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Bucks,0,1,117,00:00,15515,16867,2a71238b-a73e-4e30-af73-4fcf2378f2f1,2016-11-02T00:00:00+00:00,Khris Middleton
1520,1520,1520,Giannis,Antetokounmpo,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,F,24,75.0,69.23100000000001,16.7,7,9,3,1,5,0,0,2,Bucks,0,1,117,33:50,15515,16867,2a71238b-a73e-4e30-af73-4fcf2378f2f1,2016-11-02T00:00:00+00:00,Giannis Antetokounmpo
1530,1530,1530,Karl-Anthony,Towns,ab532a66-9314-4d57-ade7-bb54a70c65ad,F-C,11,75.0,40.0,0.0,4,11,2,0,1,0,0,3,Timberwolves,1,1,116,29:58,14774,19356,9137daf0-6530-4f5b-a402-87ed14a1d3ad,2016-11-02T00:00:00+00:00,Karl-Anthony Towns
1572,1572,1572,Kawhi,Leonard,c12fb587-fc86-471c-8a84-19caf31325ce,F,30,100.0,45.455,71.4,2,7,0,2,1,0,0,2,Spurs,1,0,91,35:47,18418,18418,5b3d155c-4ed5-4666-b575-fc6c8b919c04,2016-11-02T00:30:00+00:00,Kawhi Leonard
1576,1576,1576,Rudy,Gobert,37fbc3a5-0d10-4e22-803b-baa2ea0cdb12,C,6,66.7,25.0,0.0,1,12,2,0,4,0,0,2,Jazz,0,1,106,33:22,18418,18418,5b3d155c-4ed5-4666-b575-fc6c8b919c04,2016-11-02T00:30:00+00:00,Rudy Gobert
1601,1601,1601,Damian,Lillard,5382cf43-3a79-4a5a-a7fd-153906fe65dd,G,31,84.6,44.444,40.0,2,1,0,1,3,0,0,1,Trail Blazers,1,0,104,31:34,19393,19980,c4de21a1-4836-41a6-8ba9-2edb04cff1d4,2016-11-02T02:00:00+00:00,Damian Lillard
1629,1629,1629,Bradley,Beal,ff461754-ad20-4eeb-af02-2b46cc980b24,G,15,50.0,33.333,50.0,2,1,0,0,2,0,0,1,Wizards,1,0,103,38:33,19581,20356,2893a63b-5d68-40a7-af55-11fb32c0a13d,2016-11-02T23:00:00+00:00,Bradley Beal
1640,1640,1640,Jonas,Valanciunas,c8788ad2-89f7-4ec9-a22b-dcaf6190889b,C,10,100.0,66.667,0.0,3,7,0,0,5,0,0,1,Raptors,0,1,113,30:37,19581,20356,2893a63b-5d68-40a7-af55-11fb32c0a13d,2016-11-02T23:00:00+00:00,Jonas Valanciunas
1647,1647,1647,DeMar,DeRozan,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb,G,40,68.8,61.905,50.0,5,5,1,2,3,0,0,1,Raptors,0,1,113,37:01,19581,20356,2893a63b-5d68-40a7-af55-11fb32c0a13d,2016-11-02T23:00:00+00:00,DeMar DeRozan
1653,1653,1653,Kemba,Walker,a35ee8ed-f1db-4f7e-bb17-f823e8ee0b38,G,22,100.0,55.556,40.0,7,4,1,0,0,0,1,4,Hornets,1,1,109,32:59,15275,19077,dfa9a5c2-b21a-4fda-99ab-4e6aca550fbd,2016-11-02T23:00:00+00:00,Kemba Walker
1658,1658,1658,Christian,Wood,98100660-988b-4e71-a89e-f35839964483,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Hornets,1,1,109,00:00,15275,19077,dfa9a5c2-b21a-4fda-99ab-4e6aca550fbd,2016-11-02T23:00:00+00:00,Christian Wood
1668,1668,1668,Nerlens,Noel,2012f4fd-98e0-4080-98a7-0cfb9de87067,F-C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,76ers,0,0,93,00:00,15275,19077,dfa9a5c2-b21a-4fda-99ab-4e6aca550fbd,2016-11-02T23:00:00+00:00,Nerlens Noel
1675,1675,1675,Joel,Embiid,bf9ad0fd-0cb8-4360-8970-5f1b5cf3fa8d,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,76ers,0,0,93,00:00,15275,19077,dfa9a5c2-b21a-4fda-99ab-4e6aca550fbd,2016-11-02T23:00:00+00:00,Joel Embiid
1678,1678,1678,Ben,Simmons,318debd7-dab6-4d4e-8849-03c4c701a7c8,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,76ers,0,0,93,00:00,15275,19077,dfa9a5c2-b21a-4fda-99ab-4e6aca550fbd,2016-11-02T23:00:00+00:00,Ben Simmons
1707,1707,1707,Ivica,Zubac,2da18268-82d4-4b40-a296-7ceddd435d0b,C,6,0.0,75.0,0.0,0,4,2,1,4,0,0,0,Lakers,0,1,123,18:42,13800,18118,07f837d2-402f-4767-bf27-9f114f2f4f29,2016-11-02T23:30:00+00:00,Ivica Zubac
1737,1737,1737,Andre,Drummond,440b769d-2b8b-477f-80d7-cb21d83c0d52,C,6,0.0,33.333,0.0,4,6,0,0,2,0,0,2,Pistons,0,0,101,25:10,13650,17732,1393ad14-be94-499f-b758-517fbdae2bbd,2016-11-02T23:30:00+00:00,Andre Drummond
1748,1748,1748,Derrick,Rose,48341095-ae5a-4d61-bcc8-1b0ceed870b2,G,16,0.0,44.444,0.0,4,4,1,2,2,0,0,2,Knicks,1,0,99,29:44,19812,19812,6f2c8f44-dad3-4103-a6ee-f7cf2725b0f5,2016-11-02T23:30:00+00:00,Derrick Rose
1750,1750,1750,Kristaps,Porzingis,3c5901ef-af1d-441d-aeed-8e0a93cead49,F-C,3,75.0,0.0,0.0,0,8,2,1,4,0,0,1,Knicks,1,0,99,27:55,19812,19812,6f2c8f44-dad3-4103-a6ee-f7cf2725b0f5,2016-11-02T23:30:00+00:00,Kristaps Porzingis
1755,1755,1755,Montrezl,Harrell,869c305c-3e1f-49e5-a59b-5f1e03d198f8,F,17,50.0,72.727,0.0,0,10,5,1,2,0,1,4,Rockets,0,1,118,26:56,19812,19812,6f2c8f44-dad3-4103-a6ee-f7cf2725b0f5,2016-11-02T23:30:00+00:00,Montrezl Harrell
1767,1767,1767,James,Harden,a52b2c84-9c3d-4d6e-8a3b-10e75d11c2bc,G,30,87.5,100.0,41.7,15,6,1,2,1,0,0,3,Rockets,0,1,118,33:56,19812,19812,6f2c8f44-dad3-4103-a6ee-f7cf2725b0f5,2016-11-02T23:30:00+00:00,James Harden
1768,1768,1768,Clint,Capela,c37dafbb-a269-41f6-813f-bdb4da388203,C,8,0.0,66.667,0.0,1,6,5,1,3,0,0,1,Rockets,0,1,118,21:04,19812,19812,6f2c8f44-dad3-4103-a6ee-f7cf2725b0f5,2016-11-02T23:30:00+00:00,Clint Capela
1790,1790,1790,Anthony,Davis,ea8826b8-1f76-4eab-b61e-ffcb176880f3,F-C,10,60.0,22.222,25.0,1,7,1,2,5,0,0,5,Pelicans,0,0,83,35:40,15881,18119,9043e3f6-092d-40ad-9f48-666760a37099,2016-11-03T00:00:00+00:00,Anthony Davis
1821,1821,1821,Jimmy,Butler,0e163d44-67a7-4107-9421-5333600166bb,G-F,23,100.0,37.5,40.0,2,9,2,0,5,0,0,2,Bulls,0,0,100,35:46,18624,18624,f08abe47-c69b-4516-ac93-d3503d9532d1,2016-11-03T00:00:00+00:00,Jimmy Butler
1838,1838,1838,Rudy,Gobert,37fbc3a5-0d10-4e22-803b-baa2ea0cdb12,C,12,42.9,60.0,0.0,1,12,4,2,5,0,0,1,Jazz,1,1,97,22:50,19318,18306,3e23a49f-ca55-4005-ad73-95e29a6225a9,2016-11-03T01:00:00+00:00,Rudy Gobert
1870,1870,1870,Devin,Booker,31baa84f-c759-4f92-8e1f-a92305ade3d6,G,15,50.0,38.462,50.0,2,3,0,2,3,0,0,2,Suns,1,1,118,38:31,17284,18422,4c6a5102-436a-4736-a67e-4afc98466cbc,2016-11-03T02:00:00+00:00,Devin Booker
1888,1888,1888,Damian,Lillard,5382cf43-3a79-4a5a-a7fd-153906fe65dd,G,27,80.0,57.143,12.5,5,5,0,1,5,0,0,2,Trail Blazers,0,0,115,39:55,17284,18422,4c6a5102-436a-4736-a67e-4afc98466cbc,2016-11-03T02:00:00+00:00,Damian Lillard
1897,1897,1897,DeAndre,Jordan,0036a1fa-ff9a-44a5-8061-68b828ee2b1e,C,8,0.0,100.0,0.0,0,6,0,0,3,0,0,2,Clippers,1,0,83,31:41,19060,19060,d1f6d932-a036-473e-834d-67580d57a0a4,2016-11-03T02:30:00+00:00,DeAndre Jordan
1899,1899,1899,Chris,Paul,942c53e3-7268-44e3-b0a9-fdff55a72c03,G,15,83.3,28.571,50.0,9,11,1,6,1,0,0,5,Clippers,1,0,83,32:45,19060,19060,d1f6d932-a036-473e-834d-67580d57a0a4,2016-11-03T02:30:00+00:00,Chris Paul
1905,1905,1905,Enes,Kanter,5fb038ef-a3bf-4f52-afce-4f5bd074bb88,C,6,0.0,30.0,0.0,0,12,3,1,1,0,0,2,Thunder,0,1,85,23:37,19060,19060,d1f6d932-a036-473e-834d-67580d57a0a4,2016-11-03T02:30:00+00:00,Enes Kanter
1911,1911,1911,Steven,Adams,a208e22a-6b63-45f9-b7c6-bf913a68f3df,C,2,0.0,33.333,0.0,1,11,2,1,5,0,0,3,Thunder,0,1,85,31:16,19060,19060,d1f6d932-a036-473e-834d-67580d57a0a4,2016-11-03T02:30:00+00:00,Steven Adams
1915,1915,1915,Domantas,Sabonis,22038780-8c50-4211-a99e-656d983e5207,F,6,0.0,0.0,66.7,1,2,0,1,5,0,0,0,Thunder,0,1,85,16:50,19060,19060,d1f6d932-a036-473e-834d-67580d57a0a4,2016-11-03T02:30:00+00:00,Domantas Sabonis
1916,1916,1916,Russell,Westbrook,74a45eed-f2b0-4886-ae71-d04cf7d59528,G,35,77.8,60.87,0.0,5,6,1,3,4,0,0,10,Thunder,0,1,85,32:39,19060,19060,d1f6d932-a036-473e-834d-67580d57a0a4,2016-11-03T02:30:00+00:00,Russell Westbrook
1924,1924,1924,Nikola,Vucevic,7366b2b7-5959-4dd9-9204-760e861b3119,C,10,33.3,36.364,0.0,3,9,4,2,2,0,0,3,Magic,1,1,102,29:00,17026,18846,c52cb63f-acb3-4d06-a7be-269aaffac49f,2016-11-03T23:00:00+00:00,Nikola Vucevic
1958,1958,1958,LeBron,James,0afbe608-940a-4d5d-a1f7-468718c67d91,F,30,100.0,61.111,25.0,12,7,1,1,2,0,0,2,Cavaliers,1,1,128,36:22,20562,20562,bc95f3c9-a78d-4c24-b6ad-195fe997bb9f,2016-11-04T00:00:00+00:00,LeBron James
1961,1961,1961,Kyrie,Irving,dd146010-902b-4ad7-b98c-650d0363a2f0,G,23,66.7,60.0,37.5,6,4,0,0,3,0,0,3,Cavaliers,1,1,128,34:01,20562,20562,bc95f3c9-a78d-4c24-b6ad-195fe997bb9f,2016-11-04T00:00:00+00:00,Kyrie Irving
1981,1981,1981,Khris,Middleton,4c362eee-6474-40ea-b1b4-d8f917f95175,G-F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Bucks,1,1,125,00:00,11374,18717,c1e15efc-a5aa-450b-9e27-97d1d7ce1ab4,2016-11-04T00:00:00+00:00,Khris Middleton
1988,1988,1988,Giannis,Antetokounmpo,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,F,27,71.4,68.75,0.0,9,7,2,2,1,0,0,4,Bucks,1,1,125,33:58,11374,18717,c1e15efc-a5aa-450b-9e27-97d1d7ce1ab4,2016-11-04T00:00:00+00:00,Giannis Antetokounmpo
2003,2003,2003,Paul,George,db09f372-9a17-4889-add7-bf8a75ab6da6,F,23,33.3,41.667,50.0,1,5,1,1,3,0,0,6,Pacers,0,0,107,37:19,11374,18717,c1e15efc-a5aa-450b-9e27-97d1d7ce1ab4,2016-11-04T00:00:00+00:00,Paul George
2019,2019,2019,Karl-Anthony,Towns,ab532a66-9314-4d57-ade7-bb54a70c65ad,F-C,32,80.0,60.0,50.0,2,14,5,1,4,0,0,2,Timberwolves,1,0,99,37:31,11219,19356,e93c5fda-710e-4097-9b9a-7b6de67705b2,2016-11-04T00:00:00+00:00,Karl-Anthony Towns
2028,2028,2028,Nikola,Jokic,f2625432-3903-4f90-9b0b-2e4f63856bb0,C,8,50.0,100.0,0.0,5,3,1,0,3,0,0,1,Nuggets,0,1,102,14:26,11219,19356,e93c5fda-710e-4097-9b9a-7b6de67705b2,2016-11-04T00:00:00+00:00,Nikola Jokic
2061,2061,2061,Russell,Westbrook,74a45eed-f2b0-4886-ae71-d04cf7d59528,G,20,71.4,18.182,50.0,10,6,1,1,3,0,0,6,Thunder,0,0,96,28:52,19596,19596,a712fba1-7b19-4be0-8a66-ed3cb4a734ce,2016-11-04T02:30:00+00:00,Russell Westbrook
2063,2063,2063,Domantas,Sabonis,22038780-8c50-4211-a99e-656d983e5207,F,13,0.0,45.455,100.0,3,6,1,1,2,0,0,2,Thunder,0,0,96,26:54,19596,19596,a712fba1-7b19-4be0-8a66-ed3cb4a734ce,2016-11-04T02:30:00+00:00,Domantas Sabonis
2067,2067,2067,Steven,Adams,a208e22a-6b63-45f9-b7c6-bf913a68f3df,C,11,50.0,71.429,0.0,1,4,3,2,3,0,0,1,Thunder,0,0,96,23:48,19596,19596,a712fba1-7b19-4be0-8a66-ed3cb4a734ce,2016-11-04T02:30:00+00:00,Steven Adams
2068,2068,2068,Enes,Kanter,5fb038ef-a3bf-4f52-afce-4f5bd074bb88,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,Thunder,0,0,96,3:28,19596,19596,a712fba1-7b19-4be0-8a66-ed3cb4a734ce,2016-11-04T02:30:00+00:00,Enes Kanter
2077,2077,2077,Bradley,Beal,ff461754-ad20-4eeb-af02-2b46cc980b24,G,28,92.9,37.5,37.5,3,2,1,0,1,0,0,5,Wizards,1,1,95,39:14,14663,20356,ef85cb9a-e228-4eac-ace9-887071f375c4,2016-11-04T23:00:00+00:00,Bradley Beal
2103,2103,2103,Jonas,Valanciunas,c8788ad2-89f7-4ec9-a22b-dcaf6190889b,C,5,75.0,50.0,0.0,0,11,2,1,3,0,0,2,Raptors,1,1,96,27:56,19800,19800,72d3796a-5fcd-4c40-a034-bf0c33ddccee,2016-11-04T23:30:00+00:00,Jonas Valanciunas
2105,2105,2105,DeMar,DeRozan,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb,G,34,100.0,58.333,0.0,4,4,1,0,2,0,0,4,Raptors,1,1,96,36:52,19800,19800,72d3796a-5fcd-4c40-a034-bf0c33ddccee,2016-11-04T23:30:00+00:00,DeMar DeRozan
2116,2116,2116,Hassan,Whiteside,3b8024e6-5872-4ceb-b675-415715527776,C,21,33.3,55.556,0.0,3,16,5,2,5,0,0,3,Heat,0,0,87,37:33,19800,19800,72d3796a-5fcd-4c40-a034-bf0c33ddccee,2016-11-04T23:30:00+00:00,Hassan Whiteside
2145,2145,2145,Kemba,Walker,a35ee8ed-f1db-4f7e-bb17-f823e8ee0b38,G,30,62.5,57.143,37.5,1,7,1,0,2,0,0,4,Hornets,0,1,99,31:50,15775,17732,8b66b252-7221-4a1b-9f6a-1a8e3ccc1f03,2016-11-04T23:30:00+00:00,Kemba Walker
2150,2150,2150,Christian,Wood,98100660-988b-4e71-a89e-f35839964483,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Hornets,0,1,99,00:00,15775,17732,8b66b252-7221-4a1b-9f6a-1a8e3ccc1f03,2016-11-04T23:30:00+00:00,Christian Wood
2176,2176,2176,DeAndre,Jordan,0036a1fa-ff9a-44a5-8061-68b828ee2b1e,C,6,0.0,37.5,0.0,0,21,6,1,4,0,0,3,Clippers,0,1,99,35:47,17115,18119,4e96605f-eaf5-413e-abe6-28074cb65397,2016-11-05T00:00:00+00:00,DeAndre Jordan
2188,2188,2188,Chris,Paul,942c53e3-7268-44e3-b0a9-fdff55a72c03,G,27,93.3,62.5,12.5,11,4,1,6,4,0,0,1,Clippers,0,1,99,32:55,17115,18119,4e96605f-eaf5-413e-abe6-28074cb65397,2016-11-05T00:00:00+00:00,Chris Paul
2193,2193,2193,Anthony,Davis,ea8826b8-1f76-4eab-b61e-ffcb176880f3,F-C,22,66.7,70.0,0.0,2,10,1,1,1,0,0,1,Pelicans,1,0,111,42:33,15379,16867,5300f4d7-d6c5-4058-a621-9139f45e7bfd,2016-11-05T00:00:00+00:00,Anthony Davis
2219,2219,2219,Devin,Booker,31baa84f-c759-4f92-8e1f-a92305ade3d6,G,38,100.0,66.667,42.9,3,4,0,0,6,0,0,6,Suns,0,1,112,41:28,15379,16867,5300f4d7-d6c5-4058-a621-9139f45e7bfd,2016-11-05T00:00:00+00:00,Devin Booker
2234,2234,2234,Jimmy,Butler,0e163d44-67a7-4107-9421-5333600166bb,G-F,26,100.0,54.545,25.0,2,5,2,1,0,0,0,2,Bulls,1,0,104,37:13,22376,20917,89ec275a-68f5-4636-a8b6-6e06ebad53b4,2016-11-05T00:00:00+00:00,Jimmy Butler
2238,2238,2238,Derrick,Rose,48341095-ae5a-4d61-bcc8-1b0ceed870b2,G,15,100.0,37.5,0.0,11,7,0,1,2,0,0,3,Knicks,0,1,117,38:06,22376,20917,89ec275a-68f5-4636-a8b6-6e06ebad53b4,2016-11-05T00:00:00+00:00,Derrick Rose
2239,2239,2239,Kristaps,Porzingis,3c5901ef-af1d-441d-aeed-8e0a93cead49,F-C,27,60.0,75.0,57.1,1,5,2,0,5,0,0,0,Knicks,0,1,117,32:59,22376,20917,89ec275a-68f5-4636-a8b6-6e06ebad53b4,2016-11-05T00:00:00+00:00,Kristaps Porzingis
2275,2275,2275,Damian,Lillard,5382cf43-3a79-4a5a-a7fd-153906fe65dd,G,42,92.9,58.333,83.3,4,4,0,0,4,0,0,1,Trail Blazers,0,1,105,36:59,19475,19200,d89c5a45-2c7f-442f-8ec7-7b8c3762db5f,2016-11-05T00:30:00+00:00,Damian Lillard
2292,2292,2292,Rudy,Gobert,37fbc3a5-0d10-4e22-803b-baa2ea0cdb12,C,5,25.0,100.0,0.0,1,8,2,0,2,0,0,2,Jazz,1,0,86,29:29,19911,19911,cb014c2c-3d79-4163-8829-c0428cccf299,2016-11-05T01:00:00+00:00,Rudy Gobert
2296,2296,2296,Kawhi,Leonard,c12fb587-fc86-471c-8a84-19caf31325ce,F,29,100.0,61.538,20.0,4,11,4,1,2,0,0,1,Spurs,0,1,100,31:30,19911,19911,cb014c2c-3d79-4163-8829-c0428cccf299,2016-11-05T01:00:00+00:00,Kawhi Leonard
2313,2313,2313,Ivica,Zubac,2da18268-82d4-4b40-a296-7ceddd435d0b,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Lakers,1,1,117,00:48,18997,19060,09b4fa79-1d80-442c-900a-82742ae48229,2016-11-05T02:30:00+00:00,Ivica Zubac
2339,2339,2339,Enes,Kanter,5fb038ef-a3bf-4f52-afce-4f5bd074bb88,C,20,50.0,69.23100000000001,0.0,1,10,3,1,2,0,0,3,Thunder,1,1,112,20:39,18203,18203,19fd4fcb-fdf9-4cfd-ad0f-bfdeaeb75200,2016-11-05T22:00:00+00:00,Enes Kanter
2342,2342,2342,Domantas,Sabonis,22038780-8c50-4211-a99e-656d983e5207,F,6,0.0,50.0,0.0,5,5,1,0,3,0,0,0,Thunder,1,1,112,24:11,18203,18203,19fd4fcb-fdf9-4cfd-ad0f-bfdeaeb75200,2016-11-05T22:00:00+00:00,Domantas Sabonis
