,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_Name,Twitter_handle
128,101,Gary Clark_clarkga01,PF,25,ORL,24,5,355,31,74,0.419,21,60,0.35,10,14,0.7140000000000001,0.561,3,3,1.0,26,44,70,5,4,15,8,25,86,Gary Clark,clarkga01
129,102,Brandon Clarke_clarkbr01,PF,23,MEM,58,4,1300,296,479,0.618,23,64,0.359,273,415,0.6579999999999999,0.642,85,112,0.759,92,253,345,81,32,48,55,100,700,Brandon Clarke,clarkbr01
130,103,Jordan Clarkson_clarkjo01,SG,27,TOT,71,2,1705,394,867,0.45399999999999996,152,413,0.368,242,454,0.5329999999999999,0.542,138,165,0.836,50,137,187,136,46,16,97,108,1078,Jordan Clarkson,clarkjo01
131,103,Jordan Clarkson_clarkjo01,SG,27,CLE,29,0,666,144,326,0.442,59,159,0.371,85,167,0.509,0.532,76,86,0.884,21,48,69,70,17,8,39,33,423,Jordan Clarkson,clarkjo01
132,103,Jordan Clarkson_clarkjo01,SG,27,UTA,42,2,1039,250,541,0.462,93,254,0.366,157,287,0.547,0.5479999999999999,62,79,0.785,29,89,118,66,29,8,58,75,655,Jordan Clarkson,clarkjo01
133,104,Nicolas Claxton_claxtni01,PF,20,BRK,15,0,187,27,48,0.563,1,7,0.14300000000000002,26,41,0.634,0.573,11,21,0.524,19,25,44,16,1,8,9,14,66,Nicolas Claxton,claxtni01
134,105,Chris Clemons_clemoch01,SG,22,HOU,33,0,291,57,142,0.401,37,107,0.34600000000000003,20,35,0.5710000000000001,0.532,10,11,0.909,4,26,30,27,9,6,19,26,161,Chris Clemons,clemoch01
135,106,Antonius Cleveland_clevean01,SG,25,DAL,11,0,46,4,14,0.28600000000000003,0,3,0.0,4,11,0.364,0.28600000000000003,3,5,0.6,2,5,7,1,1,3,2,8,11,Antonius Cleveland,clevean01
136,107,Amir Coffey_coffeam01,SG,22,LAC,18,1,159,23,54,0.426,6,19,0.316,17,35,0.486,0.48100000000000004,6,11,0.545,4,12,16,14,5,2,8,20,58,Amir Coffey,coffeam01
137,108,John Collins_collijo01,PF,22,ATL,41,41,1363,353,605,0.583,59,147,0.401,294,458,0.642,0.632,120,150,0.8,116,300,416,60,31,66,75,138,885,John Collins,collijo01
138,109,Zach Collins_colliza01,PF,22,POR,11,11,290,32,68,0.47100000000000003,7,19,0.368,25,49,0.51,0.522,6,8,0.75,25,44,69,16,5,5,14,36,77,Zach Collins,colliza01
139,110,Mike Conley_conlemi01,PG,32,UTA,47,41,1363,232,567,0.409,96,256,0.375,136,311,0.43700000000000006,0.494,115,139,0.8270000000000001,33,118,151,208,36,5,92,104,675,Mike Conley,conlemi01
140,111,Pat Connaughton_connapa01,SG,27,MIL,67,4,1243,137,301,0.455,55,166,0.331,82,135,0.607,0.547,31,40,0.775,60,224,284,107,25,31,52,70,360,Pat Connaughton,connapa01
141,112,Quinn Cook_cookqu01,PG,26,LAL,44,1,508,91,214,0.425,31,85,0.365,60,129,0.465,0.498,11,14,0.7859999999999999,11,40,51,49,12,2,33,27,224,Quinn Cook,cookqu01
142,113,Tyler Cook_cookty01,PF,22,TOT,13,0,54,8,12,0.667,0,0,,8,12,0.667,0.667,7,8,0.875,6,8,14,1,3,0,3,5,23,Tyler Cook,cookty01
143,113,Tyler Cook_cookty01,PF,22,CLE,11,0,35,7,10,0.7,0,0,,7,10,0.7,0.7,5,6,0.833,4,6,10,1,1,0,1,4,19,Tyler Cook,cookty01
144,113,Tyler Cook_cookty01,PF,22,DEN,2,0,19,1,2,0.5,0,0,,1,2,0.5,0.5,2,2,1.0,2,2,4,0,2,0,2,1,4,Tyler Cook,cookty01
145,114,Robert Covington_covinro01,PF-C,29,TOT,70,68,2137,305,723,0.42200000000000004,161,480,0.335,144,243,0.593,0.5329999999999999,99,124,0.7979999999999999,63,400,463,88,115,93,103,220,870,Robert Covington,covinro01
146,114,Robert Covington_covinro01,PF,29,MIN,48,47,1411,216,496,0.435,108,312,0.34600000000000003,108,184,0.5870000000000001,0.544,75,94,0.7979999999999999,36,251,287,56,80,45,73,148,615,Robert Covington,covinro01
147,114,Robert Covington_covinro01,C,29,HOU,22,21,726,89,227,0.392,53,168,0.315,36,59,0.61,0.509,24,30,0.8,27,149,176,32,35,48,30,72,255,Robert Covington,covinro01
148,115,Allen Crabbe_crabbal01,SG,27,TOT,37,1,653,63,177,0.35600000000000004,36,119,0.303,27,58,0.466,0.45799999999999996,10,14,0.7140000000000001,11,66,77,33,15,4,17,47,172,Allen Crabbe,crabbal01
149,115,Allen Crabbe_crabbal01,SG,27,ATL,28,1,522,52,143,0.364,30,93,0.32299999999999995,22,50,0.44,0.469,9,12,0.75,10,55,65,28,15,4,12,36,143,Allen Crabbe,crabbal01
150,115,Allen Crabbe_crabbal01,SG,27,MIN,9,0,131,11,34,0.324,6,26,0.231,5,8,0.625,0.41200000000000003,1,2,0.5,1,11,12,5,0,0,5,11,29,Allen Crabbe,crabbal01
151,116,Torrey Craig_craigto01,SF,29,DEN,58,27,1072,124,269,0.461,45,138,0.326,79,131,0.603,0.545,22,36,0.611,63,126,189,47,23,36,25,135,315,Torrey Craig,craigto01
152,117,Jamal Crawford_crawfja01,SG,39,BRK,1,0,6,2,4,0.5,1,2,0.5,1,2,0.5,0.625,0,0,,0,0,0,3,0,0,0,1,5,Jamal Crawford,crawfja01
153,118,Jae Crowder_crowdja01,SF,29,TOT,65,53,1875,226,563,0.401,135,394,0.34299999999999997,91,169,0.5379999999999999,0.521,97,125,0.7759999999999999,52,332,384,161,72,24,69,143,684,Jae Crowder,crowdja01
154,118,Jae Crowder_crowdja01,SF,29,MEM,45,45,1322,147,399,0.368,78,266,0.293,69,133,0.519,0.466,75,95,0.789,40,237,277,125,47,14,54,85,447,Jae Crowder,crowdja01
155,118,Jae Crowder_crowdja01,SF,29,MIA,20,8,553,79,164,0.48200000000000004,57,128,0.445,22,36,0.611,0.655,22,30,0.733,12,95,107,36,25,10,15,58,237,Jae Crowder,crowdja01
156,119,Jarrett Culver_culveja01,SG,20,MIN,63,35,1506,230,569,0.40399999999999997,66,221,0.299,164,348,0.47100000000000003,0.462,54,117,0.462,70,142,212,110,57,38,81,125,580,Jarrett Culver,culveja01
157,120,Seth Curry_curryse01,SG,29,DAL,64,25,1576,284,574,0.495,145,321,0.452,139,253,0.5489999999999999,0.621,80,97,0.825,27,118,145,124,38,9,62,113,793,Seth Curry,curryse01
158,121,Stephen Curry_curryst01,PG,31,GSW,5,5,139,33,82,0.402,12,49,0.245,21,33,0.636,0.47600000000000003,26,26,1.0,4,22,26,33,5,2,16,11,104,Stephen Curry,curryst01
159,122,Troy Daniels_danietr01,SG,28,TOT,47,0,532,72,186,0.387,46,132,0.348,26,54,0.48100000000000004,0.511,10,16,0.625,12,40,52,17,11,3,12,37,200,Troy Daniels,danietr01
160,122,Troy Daniels_danietr01,SG,28,LAL,41,0,456,62,158,0.392,40,112,0.35700000000000004,22,46,0.478,0.519,10,16,0.625,12,34,46,14,8,3,9,30,174,Troy Daniels,danietr01
161,122,Troy Daniels_danietr01,SG,28,DEN,6,0,76,10,28,0.35700000000000004,6,20,0.3,4,8,0.5,0.46399999999999997,0,0,,0,6,6,3,3,0,3,7,26,Troy Daniels,danietr01
162,123,Anthony Davis_davisan02,PF,26,LAL,62,62,2131,551,1096,0.503,72,218,0.33,479,878,0.546,0.536,444,525,0.846,142,435,577,200,91,143,154,156,1618,Anthony Davis,davisan02
163,124,Ed Davis_davised01,C,30,UTA,28,1,303,22,46,0.478,0,0,,22,46,0.478,0.478,7,14,0.5,35,70,105,12,11,9,13,61,51,Ed Davis,davised01
164,125,Terence Davis_daviste02,SG,22,TOR,72,4,1209,199,436,0.456,94,242,0.38799999999999996,105,194,0.541,0.564,51,59,0.8640000000000001,50,187,237,115,39,14,76,124,543,Terence Davis,daviste02
165,126,Dewayne Dedmon_dedmode01,C,30,TOT,44,18,774,102,255,0.4,22,107,0.20600000000000002,80,148,0.541,0.44299999999999995,30,36,0.833,60,189,249,22,25,41,57,133,256,Dewayne Dedmon,dedmode01
166,126,Dewayne Dedmon_dedmode01,C,30,SAC,34,10,541,69,171,0.40399999999999997,14,71,0.19699999999999998,55,100,0.55,0.444,23,28,0.821,46,121,167,15,15,26,47,93,175,Dewayne Dedmon,dedmode01
167,126,Dewayne Dedmon_dedmode01,C,30,ATL,10,8,233,33,84,0.39299999999999996,8,36,0.222,25,48,0.521,0.44,7,8,0.875,14,68,82,7,10,15,10,40,81,Dewayne Dedmon,dedmode01
168,127,Matthew Dellavedova_dellama01,PG,29,CLE,57,4,821,62,175,0.354,21,91,0.231,41,84,0.488,0.414,32,37,0.865,18,57,75,180,20,2,59,78,177,Matthew Dellavedova,dellama01
169,128,DeMar DeRozan_derozde01,SF,30,SAS,68,68,2316,557,1049,0.531,9,35,0.257,548,1014,0.54,0.535,381,451,0.845,44,331,375,380,70,20,164,180,1504,DeMar DeRozan,derozde01
170,129,Cheick Diallo_diallch01,C,23,PHO,47,2,479,92,142,0.648,1,3,0.33299999999999996,91,139,0.655,0.6509999999999999,34,39,0.872,30,101,131,22,11,12,32,55,219,Cheick Diallo,diallch01
