,First_Name,Last_Name,player_name,player_id,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Home_Away,win,Min_played,Crowd,total_sec_played
16602,Natasha,Cloud,Natasha Cloud,f2c36797-b5c5-47a4-b073-43637c9794ef,10,100.0,33.3,0.0,2,1,0,1,3,0,0,4,1,0,24:57:00,5289,1497.0
16603,Tianna,Hawkins,Tianna Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,9,100.0,50.0,100.0,1,2,1,1,3,0,0,1,1,0,12:16,5289,736.0
16604,Monique,Currie,Monique Currie,f280dbb0-5fea-46d4-ac39-45e6a2f08837,7,100.0,50.0,50.0,1,2,1,1,5,0,0,1,1,0,17:55,5289,1075.0
16605,Elena,Delle Donne,Elena Delle Donne,8dc72518-7da4-4803-b9c6-bec3a6cf6fd6,18,50.0,50.0,50.0,2,7,3,4,1,0,0,1,1,0,36:39:00,5289,2199.0
16607,Krystal,Thomas,Krystal Thomas,4bb8bfae-0b5a-4fcc-8b6c-179b82e7e75f,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,4:45,5289,285.0
16608,Ariel,Atkins,Ariel Atkins,2861dedc-439b-4fbb-bc50-1873b498dc52,10,50.0,60.0,33.3,0,2,0,3,2,0,0,2,1,0,19:08,5289,1148.0
16609,Kristi,Toliver,Kristi Toliver,12292e57-db16-407e-a936-d6fe4d0f0bb4,6,100.0,100.0,0.0,8,0,0,0,2,0,0,3,1,0,37:44:00,5289,2264.0
16611,Tierra,Ruffin-Pratt,Tierra Ruffin-Pratt,5035df5c-a727-478f-b7c9-41bd806d4d5c,14,100.0,16.7,66.7,2,0,0,0,3,0,0,0,1,0,20:16,5289,1216.0
16612,Myisha,Hines-Allen,Myisha Hines-Allen,8302ef7b-466b-42f0-bdae-d87d8d56154a,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,2:12,5289,132.0
16613,LaToya,Sanders,LaToya Sanders,c9d1882f-4d87-4423-ad00-04f5d4c4a06a,12,0.0,100.0,0.0,3,11,7,0,2,0,0,1,1,0,24:08:00,5289,1448.0
16614,Candace,Parker,Candace Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,23,100.0,50.0,66.7,11,7,1,1,2,0,0,5,0,1,33:05:00,5289,1985.0
16615,Alana,Beard,Alana Beard,edea0ce9-bdc7-484a-98b1-ac166c1ce240,10,100.0,66.7,0.0,3,2,0,1,3,0,0,1,0,1,29:14:00,5289,1754.0
16616,Riquna,Williams,Riquna Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,16,0.0,100.0,100.0,0,0,0,0,0,0,0,0,0,1,12:34,5289,754.0
16617,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,13,100.0,83.3,0.0,5,2,0,1,4,0,0,4,0,1,29:32:00,5289,1772.0
16618,Cappie,Pondexter,Cappie Pondexter,8641b2d8-daa9-4c6f-803d-7d9fb2eef35a,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,3:48,5289,228.0
16620,Nneka,Ogwumike,Nneka Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,11,0.0,44.4,100.0,4,6,1,3,1,0,0,2,0,1,33:08:00,5289,1988.0
16621,Jantel,Lavender,Jantel Lavender,694de0b2-2e26-4778-ae03-43d38d915637,2,0.0,50.0,0.0,1,3,1,0,2,0,0,1,0,1,12:14,5289,734.0
16622,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,4,0.0,100.0,0.0,0,2,0,0,0,0,0,1,0,1,14:35,5289,875.0
16623,Maria,Vadeeva,Maria Vadeeva,04170d6a-2f3a-458b-a4c2-27ae015ce6ec,2,0.0,100.0,0.0,0,0,0,0,1,0,0,0,0,1,1:33,5289,93.0
16624,Odyssey,Sims,Odyssey Sims,50eab91c-a616-4b89-832e-e17ac12708a8,16,83.3,44.4,100.0,5,2,0,0,1,0,0,1,0,1,30:17:00,5289,1817.0
16626,Allisha,Gray,Allisha Gray,293b5925-fd31-4640-8ada-bf6451a2c488,2,0.0,33.3,0.0,4,2,1,1,4,0,0,2,1,1,25:57:00,4549,1557.0
16627,Azurá,Stevens,Azurá Stevens,1ed5a0c9-ad93-4996-acca-94c7e301bb79,0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,1,2:20,4549,140.0
16630,Liz,Cambage,Liz Cambage,ceee01db-30cb-404f-860c-7acddd358a19,28,66.7,68.4,0.0,0,18,2,1,3,0,0,1,1,1,36:15:00,4549,2175.0
16631,Skylar,Diggins-Smith,Skylar Diggins-Smith,7c9b7ef1-edd2-4f69-a627-f321d662365d,20,100.0,35.3,0.0,6,3,3,1,1,0,0,1,1,1,37:30:00,4549,2250.0
16632,Aerial,Powers,Aerial Powers,849170da-3a64-47f6-a912-818a3feceb4c,0,0.0,0.0,0.0,1,1,1,0,2,0,0,2,1,1,8:02,4549,482.0
16633,Glory,Johnson,Glory Johnson,57942903-4e45-46ac-a05a-7cdadf102483,11,66.7,60.0,25.0,1,9,0,0,1,0,0,0,1,1,20:13,4549,1213.0
16634,Kayla,Thornton,Kayla Thornton,7a46f116-94ed-4d89-b585-fa41cf41862c,6,0.0,100.0,0.0,1,5,2,3,2,0,0,0,1,1,27:13:00,4549,1633.0
16635,Leticia,Romero,Leticia Romero,a2bb1709-87ed-4f5a-af59-8eb7f23cfa3d,0,0.0,0.0,0.0,2,2,1,0,2,0,0,3,1,1,17:14,4549,1034.0
16637,Kaela,Davis,Kaela Davis,072d3e30-e585-4835-b6f4-24da9cc05b7c,10,100.0,50.0,0.0,0,3,1,1,1,0,0,2,1,1,25:16:00,4549,1516.0
16638,Tamera,Young,Tamera Young,1b5f5051-84f1-409c-8e0f-fe6ed00ff126,8,100.0,25.0,0.0,4,9,0,0,3,0,0,2,0,0,30:59:00,4549,1859.0
16640,Lindsay,Allen,Lindsay Allen,6cd13b60-2d3f-48d6-9474-3147233bf5e3,2,0.0,33.3,0.0,2,2,0,0,0,0,0,1,0,0,14:35,4549,875.0
16642,Kayla,McBride,Kayla McBride,b404562d-a1fd-446f-bcd0-6b545dfde9c6,22,100.0,45.5,100.0,2,4,1,2,1,0,0,2,0,0,33:23:00,4549,2003.0
16643,Kelsey,Bone,Kelsey Bone,93a6bb0d-9500-436e-89b4-33bc8ca6909c,0,0.0,0.0,0.0,0,1,0,0,3,0,0,0,0,0,10:37,4549,637.0
16644,Nia,Coffey,Nia Coffey,58c646ba-6e6f-409a-a1cf-83e253991797,3,50.0,20.0,0.0,0,1,0,0,0,0,1,0,0,0,9:48,4549,588.0
16646,JiSu,Park,JiSu Park,9a25546d-5f1e-4952-95b7-3e66a76deb92,6,0.0,42.9,0.0,2,1,0,1,3,0,0,0,0,0,24:06:00,4549,1446.0
16647,Kelsey,Plum,Kelsey Plum,4daa0bba-2317-4504-a94c-969ccdf7d5d6,9,100.0,66.7,100.0,3,3,0,2,3,0,0,2,0,0,26:03:00,4549,1563.0
16648,Dearica,Hamby,Dearica Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,3,0.0,0.0,50.0,0,2,0,0,1,0,0,1,0,0,9:00,4549,540.0
16649,Jaime,Nared,Jaime Nared,4f0a83e8-7e1d-4d55-b813-96c76bd1a707,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,6:37,4549,397.0
16650,Carolyn,Swords,Carolyn Swords,91369e98-52c7-4c2d-8489-fcc626aee7d1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3:52,4549,232.0
16651,A'ja,Wilson,A'ja Wilson,6340b055-3c1b-427e-88d6-6f9cdd1fc925,14,50.0,60.0,0.0,2,3,0,0,3,0,0,2,0,0,31:00:00,4549,1860.0
16652,Sue,Bird,Sue Bird,98e388da-9dca-4478-975c-a6702f57a9ca,14,57.1,28.6,28.6,5,5,0,0,2,0,0,2,1,1,25:49:00,7094,1549.0
16653,Natasha,Howard,Natasha Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,25,100.0,66.7,100.0,0,5,2,1,5,0,0,2,1,1,29:15:00,7094,1755.0
16654,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,18,100.0,50.0,75.0,0,2,1,1,2,0,0,2,1,1,18:54,7094,1134.0
16656,Noelle,Quinn,Noelle Quinn,aa8d7e9a-1006-4091-93cb-4eb7fa52becc,0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,1,1,14:11,7094,851.0
16657,Breanna,Stewart,Breanna Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,23,87.5,71.4,66.7,4,9,2,3,3,0,0,1,1,1,34:12:00,7094,2052.0
16658,Sami,Whitcomb,Sami Whitcomb,82661dca-4121-4f2c-9918-7960ae068b83,0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,1,4:44,7094,284.0
16659,Mercedes,Russell,Mercedes Russell,1db3458a-8ac3-4939-95bb-5c74f478e18c,5,75.0,100.0,0.0,0,3,2,0,1,0,0,0,1,1,6:33,7094,393.0
16660,Alysha,Clark,Alysha Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,11,66.7,100.0,100.0,4,2,0,2,1,0,0,0,1,1,28:14:00,7094,1694.0
16661,Jewell,Loyd,Jewell Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,7,50.0,0.0,33.3,4,5,1,0,1,0,0,1,1,1,28:08:00,7094,1688.0
16662,Courtney,Paris,Courtney Paris,b996b562-f689-4540-818d-16ca3e549f68,0,0.0,0.0,0.0,1,3,1,0,2,0,0,0,1,1,10:00,7094,600.0
16664,Alex,Bentley,Alex Bentley,208ce658-9579-408a-92b5-9c69a950f1be,0,0.0,0.0,0.0,0,0,0,1,0,0,0,2,0,0,11:27,7094,687.0
16665,Morgan,Tuck,Morgan Tuck,58baa67f-6372-407c-b061-321934358331,2,0.0,100.0,0.0,0,2,1,2,1,0,0,0,0,0,10:16,7094,616.0
16666,Lexie,Brown,Lexie Brown,155215e8-3e76-49cd-b00a-e0d9a124ec7f,3,0.0,0.0,20.0,3,1,0,2,2,0,0,1,0,0,14:49,7094,889.0
16668,Rachel,Banham,Rachel Banham,30d46238-d1eb-476d-a526-4e2203474106,0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,4:03,7094,243.0
16669,Brionna,Jones,Brionna Jones,de11f82d-035c-45c2-873a-eb1fad4abc1b,2,0.0,50.0,0.0,0,2,1,0,2,0,0,0,0,0,9:13,7094,553.0
16670,Shekinna,Stricklen,Shekinna Stricklen,fec2625c-b15d-4dcf-b476-78456c3572b6,3,0.0,0.0,50.0,1,2,0,0,2,0,0,0,0,0,15:35,7094,935.0
16671,Chiney,Ogwumike,Chiney Ogwumike,26c1455a-af5d-46b0-b2c6-6c804033ccc7,30,80.0,86.7,0.0,2,4,1,0,6,0,0,1,0,0,34:35:00,7094,2075.0
16673,Betnijah,Laney,Betnijah Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,9,0.0,75.0,100.0,1,4,1,0,3,0,0,1,0,0,15:30,7094,930.0
16674,Jasmine,Thomas,Jasmine Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,29,83.3,54.5,44.4,6,5,1,0,1,0,0,1,0,0,30:40:00,7094,1840.0
16675,Jonquel,Jones,Jonquel Jones,8a438358-fbe0-4797-921f-add82eddf789,10,100.0,66.7,33.3,2,8,1,0,6,0,0,1,0,0,25:56:00,7094,1556.0
16676,Courtney,Williams,Courtney Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,4,0.0,40.0,0.0,5,4,2,0,1,0,0,2,0,0,27:56:00,7094,1676.0
16677,Kayla,Alexander,Kayla Alexander,431ad0c1-f516-4bb7-b2f9-3be4533a3c5b,6,100.0,50.0,0.0,0,3,2,0,0,0,0,0,1,1,6:54,6234,414.0
16678,Erica,Wheeler,Erica Wheeler,28361fd5-c935-4025-a709-2c488f53ed8c,10,0.0,71.4,0.0,4,2,0,1,1,0,0,2,1,1,20:30,6234,1230.0
16679,Victoria,Vivians,Victoria Vivians,4dbce5c1-af4c-4bc0-8ffb-8cbaf77b5652,21,0.0,50.0,62.5,0,2,0,1,1,0,1,1,1,1,31:15:00,6234,1875.0
16680,Erica,McCall,Erica McCall,912c567d-c96d-4018-9e3d-59714df3c900,9,100.0,50.0,0.0,1,4,2,1,3,0,0,1,1,1,17:41,6234,1061.0
16681,Hind,Ben Abdelkader,Hind Ben Abdelkader,6fff3f66-0ac7-4d92-8cee-ad17bd0a6c4b,3,0.0,0.0,33.3,0,1,0,0,0,0,0,0,1,1,4:58,6234,298.0
16682,Candice,Dupree,Candice Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,8,100.0,40.0,0.0,2,4,1,0,1,0,0,0,1,1,22:19,6234,1339.0
16683,Tiffany,Mitchell,Tiffany Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,7,100.0,33.3,0.0,3,3,0,2,1,0,0,2,1,1,26:48:00,6234,1608.0
16684,Jazmon,Gwathmey,Jazmon Gwathmey,f5e0432c-a266-4fd9-b66f-31009341487d,3,75.0,0.0,0.0,0,4,1,0,1,0,0,0,1,1,4:58,6234,298.0
16685,Stephanie,Mavunga,Stephanie Mavunga,f53ca4ad-4469-46a4-b4f3-8aeb6f922962,4,0.0,66.7,0.0,1,6,4,1,1,0,0,1,1,1,11:44,6234,704.0
16686,Natalie,Achonwa,Natalie Achonwa,b173abc9-12ff-4248-8983-06a87eaff340,6,100.0,33.3,0.0,3,6,1,1,3,0,0,2,1,1,21:22,6234,1282.0
16687,Kelsey,Mitchell,Kelsey Mitchell,5219e39b-9341-4dfb-a43c-793723729162,19,100.0,50.0,37.5,5,2,0,0,2,0,0,2,1,1,31:31:00,6234,1891.0
16689,Jessica,Breland,Jessica Breland,897d2576-c2c5-4f86-83d4-a808ace96065,8,100.0,42.9,0.0,3,5,2,0,1,0,0,2,0,0,26:46:00,6234,1606.0
16690,Renee,Montgomery,Renee Montgomery,d8ef9679-5f87-49ad-862d-75b4f5b03383,12,100.0,50.0,40.0,3,1,0,3,2,0,0,2,0,0,29:38:00,6234,1778.0
16691,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,8,33.3,42.9,0.0,1,7,3,0,2,0,0,2,0,0,25:56:00,6234,1556.0
16692,Imani,McGee-Stafford,Imani McGee-Stafford,9d31d9cc-f287-4d91-a739-f76ccc88a55a,0,0.0,0.0,0.0,1,3,0,1,2,0,0,1,0,0,10:05,6234,605.0
16693,Blake,Dietrick,Blake Dietrick,35003d9f-322f-494b-869d-30bbb744ef26,0,0.0,0.0,0.0,0,0,0,0,2,0,0,3,0,0,13:01,6234,781.0
16694,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,7,100.0,60.0,0.0,3,1,0,1,3,0,0,1,0,0,18:57,6234,1137.0
16695,Layshia,Clarendon,Layshia Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,2,0.0,20.0,0.0,4,2,0,0,1,0,0,2,0,0,24:37:00,6234,1477.0
16696,Maggie,Lucas,Maggie Lucas,c1188c40-e368-42f7-b36a-b20e4d22bd28,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,6:48,6234,408.0
16697,Monique,Billings,Monique Billings,206872ae-560b-4199-94f4-a44106b0baff,4,0.0,50.0,0.0,0,2,1,0,3,0,0,1,0,0,7:08,6234,428.0
16698,Damiris,Dantas,Damiris Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,4,0.0,40.0,0.0,0,0,0,0,1,0,0,1,0,0,10:05,6234,605.0
16700,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,19,100.0,60.0,33.3,2,8,3,0,3,0,0,2,0,0,26:59:00,6234,1619.0
16701,Temi,Fagbenle,Temi Fagbenle,6a32c622-278c-4c75-b83f-345bcd252ab4,7,100.0,75.0,0.0,1,3,0,0,1,0,0,2,1,1,10:24,9114,624.0
16702,Alexis,Jones,Alexis Jones,249d2060-12a3-4b85-ab0a-43d66ad8eeba,2,0.0,25.0,0.0,2,0,0,1,3,0,0,0,1,1,13:56,9114,836.0
16703,Rebekkah,Brunson,Rebekkah Brunson,d14c93b3-2d44-4dd2-b41c-ad44519d87b1,7,0.0,40.0,25.0,1,6,2,2,3,0,0,3,1,1,26:22:00,9114,1582.0
16704,Endy,Miyem,Endy Miyem,90432291-12d4-4b79-828d-f6e3ea39862e,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,1:36,9114,96.0
16705,Danielle,Robinson,Danielle Robinson,8417ac16-e2fc-4561-8e21-792d3c898efa,4,100.0,50.0,0.0,8,2,0,0,1,0,0,0,1,1,20:15,9114,1215.0
16706,Cecilia,Zandalasini,Cecilia Zandalasini,92b50919-8c76-4fcf-ab2e-9497f135f27c,13,100.0,100.0,66.7,2,3,0,3,2,0,0,2,1,1,23:15,9114,1395.0
16707,Lindsay,Whalen,Lindsay Whalen,3f53a238-b4df-4861-b260-73fc309d6e94,4,0.0,40.0,0.0,4,1,0,0,2,0,0,3,1,1,16:06,9114,966.0
16708,Sylvia,Fowles,Sylvia Fowles,f607fa8c-8b49-493d-9dac-18654474e6ad,25,100.0,76.9,0.0,0,9,4,0,1,0,0,0,1,1,32:26:00,9114,1946.0
16709,Lynetta,Kizer,Lynetta Kizer,e80a4aea-d9a2-4974-ba79-c03b6165daa0,0,0.0,0.0,0.0,0,2,0,0,1,0,0,0,1,1,2:32,9114,152.0
16711,Tanisha,Wright,Tanisha Wright,c8f2398d-ee12-4935-b481-1a0b3a955a9d,3,50.0,20.0,0.0,1,3,0,1,2,0,0,7,1,1,21:03,9114,1263.0
16712,Maya,Moore,Maya Moore,43f98360-7930-4fe5-b49a-1c9fd3b0c5c7,20,100.0,55.6,37.5,4,6,1,2,2,0,0,0,1,1,32:05:00,9114,1925.0
16713,Brittany,Boyd,Brittany Boyd,27200429-fc99-425b-9e2d-3f181f802181,7,0.0,66.7,50.0,3,2,0,1,1,0,1,1,0,0,17:14,9114,1034.0
16714,Marissa,Coleman,Marissa Coleman,c76cc646-9334-4755-b9ab-b25f3ec30ee9,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,12:40,9114,760.0
16715,Sugar,Rodgers,Sugar Rodgers,07e0c644-8280-4e74-8546-0c9343f824e8,3,0.0,0.0,25.0,2,4,0,1,1,0,0,0,0,0,19:12,9114,1152.0
16716,Epiphanny,Prince,Epiphanny Prince,bc91ba4e-75f2-4e3b-aa5d-1746481a0b8e,8,100.0,66.7,50.0,2,2,1,0,1,0,0,2,0,0,14:09,9114,849.0
16717,Shavonte,Zellous,Shavonte Zellous,63f2ed0d-80ea-404a-8ab6-2f4b25d1a827,6,0.0,60.0,0.0,3,1,0,1,1,0,0,1,0,0,15:34,9114,934.0
16718,Kia,Vaughn,Kia Vaughn,0a47c7f6-f94c-4ddb-b8da-407a861ea796,4,0.0,66.7,0.0,0,2,0,2,4,0,0,3,0,0,12:40,9114,760.0
16719,Bria,Hartley,Bria Hartley,1213c08d-c297-4cc2-8a9c-f2f16d5786db,9,100.0,40.0,50.0,6,2,0,2,0,0,0,2,0,0,22:46,9114,1366.0
16720,Amanda,Zahui B,Amanda Zahui B,075888e0-4efc-4d52-8ea0-1943a87e8bfb,5,0.0,100.0,33.3,1,0,0,0,4,0,0,2,0,0,14:16,9114,856.0
16721,Kiah,Stokes,Kiah Stokes,d3e817a8-9e72-44c2-a422-9d44a0b214d0,2,0.0,33.3,0.0,0,1,1,1,2,0,0,3,0,0,10:57,9114,657.0
16722,Kia,Nurse,Kia Nurse,c0d2573a-fc13-405d-bb9e-cc37552806ed,6,100.0,66.7,0.0,0,2,0,0,0,0,0,0,0,0,18:25,9114,1105.0
16723,Tina,Charles,Tina Charles,7797aa88-28c4-4a34-bb63-1af7f8d80ec0,12,0.0,30.0,50.0,2,4,0,0,5,0,0,2,0,0,30:14:00,9114,1814.0
16724,Rebecca,Allen,Rebecca Allen,9848c81d-efc7-4927-bc18-98fd0e50c761,9,100.0,100.0,50.0,0,2,1,0,1,0,0,1,0,0,11:53,9114,713.0
16725,Sancho,Lyttle,Sancho Lyttle,fb843667-2e36-428f-a555-bcea00dbb793,14,100.0,100.0,0.0,1,9,3,1,1,0,0,1,1,1,17:52,12497,1072.0
16726,Stephanie,Talbot,Stephanie Talbot,779cd8d9-133e-4e68-8bfb-16a437a34686,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,5:43,12497,343.0
16727,Diana,Taurasi,Diana Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,19,100.0,25.0,57.1,4,4,0,1,4,0,0,4,1,1,28:52:00,12497,1732.0
16728,Yvonne,Turner,Yvonne Turner,9e9a9e69-ca33-4761-aca7-5e6eeea8cbdb,9,100.0,50.0,25.0,1,2,0,1,1,0,0,0,1,1,22:01,12497,1321.0
16729,Angel,Robinson,Angel Robinson,f1824281-1705-48a4-ab7f-f0c656e32c8a,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,1:23,12497,83.0
16730,Marie,Gülich,Marie Gülich,f9445de9-e1f9-4a34-933f-aa97f4275c9b,4,0.0,66.7,0.0,0,0,0,0,0,0,0,1,1,1,8:00,12497,480.0
16731,Camille,Little,Camille Little,9951fcfb-8d31-44e5-ba85-c41ed724763d,11,100.0,60.0,33.3,2,3,2,1,6,0,0,2,1,1,19:45,12497,1185.0
16732,Brittney,Griner,Brittney Griner,03e541cb-d11c-4975-b656-f6e7febcda7d,12,100.0,62.5,0.0,3,7,2,0,3,0,0,3,1,1,27:51:00,12497,1671.0
16733,DeWanna,Bonner,DeWanna Bonner,b262f7f1-1c78-406c-86aa-7ad15122931f,15,100.0,55.6,25.0,3,9,1,1,1,0,0,3,1,1,31:28:00,12497,1888.0
16734,Leilani,Mitchell,Leilani Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,2,0.0,100.0,0.0,1,0,0,1,1,0,0,4,1,1,13:47,12497,827.0
16735,Briann,January,Briann January,9a3004e2-f946-4df6-b306-4213cc0879a0,3,0.0,0.0,25.0,8,2,1,1,0,0,0,0,1,1,23:15,12497,1395.0
16738,Morgan,Tuck,Morgan Tuck,58baa67f-6372-407c-b061-321934358331,20,100.0,71.4,60.0,1,5,2,0,4,0,0,2,0,0,28:11:00,12497,1691.0
16740,Jasmine,Thomas,Jasmine Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,10,0.0,45.5,0.0,2,5,0,2,2,0,0,4,0,0,21:57,12497,1317.0
16741,Brionna,Jones,Brionna Jones,de11f82d-035c-45c2-873a-eb1fad4abc1b,17,83.3,54.5,0.0,0,4,3,0,2,0,0,3,0,0,29:12:00,12497,1752.0
16742,Shekinna,Stricklen,Shekinna Stricklen,fec2625c-b15d-4dcf-b476-78456c3572b6,2,0.0,33.3,0.0,0,1,0,0,1,0,0,0,0,0,24:21:00,12497,1461.0
16743,Betnijah,Laney,Betnijah Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,2,0.0,33.3,0.0,3,4,3,0,3,0,0,1,0,0,19:42,12497,1182.0
16744,Jonquel,Jones,Jonquel Jones,8a438358-fbe0-4797-921f-add82eddf789,2,0.0,16.7,0.0,0,4,2,0,3,0,0,1,0,0,18:33,12497,1113.0
16745,Rachel,Banham,Rachel Banham,30d46238-d1eb-476d-a526-4e2203474106,5,100.0,0.0,33.3,4,1,1,1,1,0,0,0,0,0,17:38,12497,1058.0
16746,Courtney,Williams,Courtney Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,9,0.0,33.3,50.0,0,6,3,1,0,0,0,3,0,0,20:25,12497,1225.0
16747,Alex,Bentley,Alex Bentley,208ce658-9579-408a-92b5-9c69a950f1be,5,100.0,40.0,0.0,2,0,0,0,3,0,1,2,0,0,17:35,12497,1055.0
16748,Lexie,Brown,Lexie Brown,155215e8-3e76-49cd-b00a-e0d9a124ec7f,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2:24,12497,144.0
16749,Linnae,Harper,Linnae Harper,5f755312-8213-4c8a-beed-74ebc90ba6bc,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0:13,5584,13.0
16750,Diamond,DeShields,Diamond DeShields,a68b7b43-102e-44a1-96e9-e1615cc0f1b2,12,0.0,42.9,50.0,1,7,2,0,0,0,0,3,1,0,31:09:00,5584,1869.0
16751,Cheyenne,Parker,Cheyenne Parker,4a97e708-71e5-4d58-b1e8-883adf027925,9,50.0,50.0,0.0,1,10,2,0,0,0,0,0,1,0,23:59,5584,1439.0
16752,Courtney,Vandersloot,Courtney Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,4,0.0,66.7,0.0,7,4,0,0,2,0,0,5,1,0,31:05:00,5584,1865.0
16753,Alaina,Coates,Alaina Coates,d51d60bf-44b4-47d7-8fa5-4f62449395c9,3,75.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,6:19,5584,379.0
16755,Allie,Quigley,Allie Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,11,0.0,50.0,33.3,1,3,0,1,2,0,0,1,1,0,31:52:00,5584,1912.0
16757,Astou,Ndour,Astou Ndour,3c7bca56-df7a-4a7f-9a2e-481c474e701d,10,50.0,50.0,33.3,1,7,0,1,5,0,0,0,1,0,29:10:00,5584,1750.0
16758,Alex,Montgomery,Alex Montgomery,6bbfe6bb-63c6-4eb1-897b-f4e121b2e612,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,2:27,5584,147.0
16759,Jamierra,Faulkner,Jamierra Faulkner,cd0854e7-1f8b-4a3a-b88b-0c5468cd70f7,19,83.3,100.0,0.0,2,0,0,1,3,0,0,2,1,0,23:29,5584,1409.0
16760,Gabby,Williams,Gabby Williams,55cd7443-47da-4835-a946-d4a2338750ba,4,100.0,16.7,0.0,2,1,1,0,3,0,0,1,1,0,20:17,5584,1217.0
16761,Riquna,Williams,Riquna Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,6,0.0,0.0,40.0,1,0,0,2,5,0,0,0,0,1,14:07,5584,847.0
16763,Cappie,Pondexter,Cappie Pondexter,8641b2d8-daa9-4c6f-803d-7d9fb2eef35a,0,0.0,0.0,0.0,1,0,0,0,4,0,0,0,0,1,9:36,5584,576.0
16764,Nneka,Ogwumike,Nneka Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,20,66.7,60.0,0.0,2,11,4,2,3,0,0,0,0,1,29:40:00,5584,1780.0
16765,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,21,100.0,55.6,50.0,6,4,3,0,2,0,0,1,0,1,32:14:00,5584,1934.0
16766,Odyssey,Sims,Odyssey Sims,50eab91c-a616-4b89-832e-e17ac12708a8,12,0.0,50.0,0.0,2,0,0,0,0,0,0,4,0,1,29:05:00,5584,1745.0
16767,Maria,Vadeeva,Maria Vadeeva,04170d6a-2f3a-458b-a4c2-27ae015ce6ec,0,0.0,0.0,0.0,0,4,1,0,1,0,0,0,0,1,2:45,5584,165.0
16768,Alana,Beard,Alana Beard,edea0ce9-bdc7-484a-98b1-ac166c1ce240,4,0.0,33.3,0.0,2,5,2,2,1,0,0,0,0,1,20:44,5584,1244.0
16769,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,14:42,5584,882.0
